System,Standard,SGD,type,GO.term
YBR207W,FTH1,S000000411,C,GO:0000329
YBR235W,VHC1,S000000439,C,GO:0000329
YBR241C,YBR241C,S000000445,C,GO:0000329
YBR264C,YPT10,S000000468,C,GO:0000329
YBR290W,BSD2,S000000494,C,GO:0000329
YBR293W,VBA2,S000000497,C,GO:0000329
YCL005W-A,VMA9,S000028508,C,GO:0000329
YCL063W,VAC17,S000000568,C,GO:0000329
YCL069W,VBA3,S000000574,C,GO:0000329
YCR011C,ADP1,S000000604,C,GO:0000329
YCR023C,YCR023C,S000000617,C,GO:0000329
YCR028C,FEN2,S000000623,C,GO:0000329
YCR032W,BPH1,S000000628,C,GO:0000329
YCR044C,PER1,S000000640,C,GO:0000329
YCR075W-A,EGO2,S000028519,C,GO:0000329
YDL001W,RMD1,S000002159,C,GO:0000329
YDL054C,MCH1,S000002212,C,GO:0000329
YDL077C,VAM6,S000002235,C,GO:0000329
YDL123W,SNA4,S000002281,C,GO:0000329
YDL128W,VCX1,S000002286,C,GO:0000329
YDL180W,YDL180W,S000002339,C,GO:0000329
YDL185W,VMA1,S000002344,C,GO:0000329
YDL199C,YDL199C,S000002358,C,GO:0000329
YDL206W,YDL206W,S000002365,C,GO:0000329
YDL210W,UGA4,S000002369,C,GO:0000329
YDR003W,RCR2,S000002410,C,GO:0000329
YDR080W,VPS41,S000002487,C,GO:0000329
YDR089W,VTC5,S000002496,C,GO:0000329
YDR105C,TMS1,S000002512,C,GO:0000329
YDR107C,TMN2,S000002514,C,GO:0000329
YDR119W,VBA4,S000002526,C,GO:0000329
YDR128W,MTC5,S000002535,C,GO:0000329
YDR135C,YCF1,S000002542,C,GO:0000329
YDR229W,IVY1,S000002637,C,GO:0000329
YDR284C,DPP1,S000002692,C,GO:0000329
YDR313C,PIB1,S000002721,C,GO:0000329
YDR352W,YPQ2,S000002760,C,GO:0000329
YDR387C,CIN10,S000002795,C,GO:0000329
YDR452W,PPN1,S000002860,C,GO:0000329
YDR456W,NHX1,S000002864,C,GO:0000329
YDR481C,PHO8,S000002889,C,GO:0000329
YDR483W,KRE2,S000002891,C,GO:0000329
YDR486C,VPS60,S000002894,C,GO:0000329
YDR495C,VPS3,S000002903,C,GO:0000329
YDR497C,ITR1,S000002905,C,GO:0000329
YDR506C,GMC1,S000002914,C,GO:0000329
YDR525W-A,SNA2,S000007236,C,GO:0000329
YEL013W,VAC8,S000000739,C,GO:0000329
YEL017C-A,PMP2,S000002103,C,GO:0000329
YEL051W,VMA8,S000000777,C,GO:0000329
YER017C,AFG3,S000000819,C,GO:0000329
YER056C,FCY2,S000000858,C,GO:0000329
YER072W,VTC1,S000000874,C,GO:0000329
YER119C,AVT6,S000000921,C,GO:0000329
YER123W,YCK3,S000000925,C,GO:0000329
YFL004W,VTC2,S000001890,C,GO:0000329
YFL041W,FET5,S000001853,C,GO:0000329
YFL048C,EMP47,S000001846,C,GO:0000329
YFL062W,COS4,S000001832,C,GO:0000329
YFR019W,FAB1,S000001915,C,GO:0000329
YFR021W,ATG18,S000001917,C,GO:0000329
YGL006W,PMC1,S000002974,C,GO:0000329
YGL104C,VPS73,S000003072,C,GO:0000329
YGL114W,YGL114W,S000003082,C,GO:0000329
YGL124C,MON1,S000003092,C,GO:0000329
YGL156W,AMS1,S000003124,C,GO:0000329
YGL190C,CDC55,S000003158,C,GO:0000329
YGL212W,VAM7,S000003180,C,GO:0000329
YGL257C,MNT2,S000003226,C,GO:0000329
YGR020C,VMA7,S000003252,C,GO:0000329
YGR106C,VOA1,S000003338,C,GO:0000329
YGR138C,TPO2,S000003370,C,GO:0000329
YGR141W,VPS62,S000003373,C,GO:0000329
YGR163W,GTR2,S000003395,C,GO:0000329
YGR223C,HSV2,S000003455,C,GO:0000329
YHL035C,VMR1,S000001027,C,GO:0000329
YHR028C,DAP2,S000001070,C,GO:0000329
YHR039C-A,VMA10,S000002100,C,GO:0000329
YHR175W,CTR2,S000001218,C,GO:0000329
YHR186C,KOG1,S000001229,C,GO:0000329
YHR205W,SCH9,S000001248,C,GO:0000329
YIL047C,SYG1,S000001309,C,GO:0000329
YIL088C,AVT7,S000001350,C,GO:0000329
YIL109C,SEC24,S000001371,C,GO:0000329
YIR007W,EGH1,S000001446,C,GO:0000329
YJL012C,VTC4,S000003549,C,GO:0000329
YJL053W,PEP8,S000003589,C,GO:0000329
YJL080C,SCP160,S000003616,C,GO:0000329
YJL097W,PHS1,S000003633,C,GO:0000329
YJL100W,LSB6,S000003636,C,GO:0000329
YJL145W,SFH5,S000003681,C,GO:0000329
YJL151C,SNA3,S000003687,C,GO:0000329
YJL154C,VPS35,S000003690,C,GO:0000329
YJL163C,YJL163C,S000003699,C,GO:0000329
YJR001W,AVT1,S000003761,C,GO:0000329
YJR066W,TOR1,S000003827,C,GO:0000329
YJR124C,YJR124C,S000003885,C,GO:0000329
YJR138W,IML1,S000003899,C,GO:0000329
YKL064W,MNR2,S000001547,C,GO:0000329
YKL080W,VMA5,S000001563,C,GO:0000329
YKL146W,AVT3,S000001629,C,GO:0000329
YKL175W,ZRT3,S000001658,C,GO:0000329
YKL203C,TOR2,S000001686,C,GO:0000329
YKR001C,VPS1,S000001709,C,GO:0000329
YKR007W,MEH1,S000001715,C,GO:0000329
YKR014C,YPT52,S000001722,C,GO:0000329
YKR103W,NFT1,S000001811,C,GO:0000329
YKR104W,YKR104W,S000001812,C,GO:0000329
YLL015W,BPT1,S000003938,C,GO:0000329
YLL024C,SSA2,S000003947,C,GO:0000329
YLL028W,TPO1,S000003951,C,GO:0000329
YLL041C,SDH2,S000003964,C,GO:0000329
YLL048C,YBT1,S000003971,C,GO:0000329
YLL051C,FRE6,S000003974,C,GO:0000329
YLR001C,YLR001C,S000003991,C,GO:0000329
YLR034C,SMF3,S000004024,C,GO:0000329
YLR047C,FRE8,S000004037,C,GO:0000329
YLR083C,EMP70,S000004073,C,GO:0000329
YLR093C,NYV1,S000004083,C,GO:0000329
YLR148W,PEP3,S000004138,C,GO:0000329
YLR173W,YLR173W,S000004163,C,GO:0000329
YLR178C,TFS1,S000004168,C,GO:0000329
YLR179C,YLR179C,S000004169,C,GO:0000329
YLR220W,CCC1,S000004210,C,GO:0000329
YLR229C,CDC42,S000004219,C,GO:0000329
YLR240W,VPS34,S000004230,C,GO:0000329
YLR241W,CSC1,S000004231,C,GO:0000329
YLR297W,YLR297W,S000004288,C,GO:0000329
YLR360W,VPS38,S000004352,C,GO:0000329
YLR386W,VAC14,S000004378,C,GO:0000329
YLR396C,VPS33,S000004388,C,GO:0000329
YLR447C,VMA6,S000004439,C,GO:0000329
YML001W,YPT7,S000004460,C,GO:0000329
YML018C,YML018C,S000004480,C,GO:0000329
YML066C,SMA2,S000004531,C,GO:0000329
YML121W,GTR1,S000004590,C,GO:0000329
YMR054W,STV1,S000004658,C,GO:0000329
YMR088C,VBA1,S000004694,C,GO:0000329
YMR160W,YMR160W,S000004770,C,GO:0000329
YMR195W,ICY1,S000004808,C,GO:0000329
YMR197C,VTI1,S000004810,C,GO:0000329
YMR221C,FMP42,S000004834,C,GO:0000329
YMR231W,PEP5,S000004844,C,GO:0000329
YMR243C,ZRC1,S000004856,C,GO:0000329
YMR266W,RSN1,S000004879,C,GO:0000329
YNL054W,VAC7,S000004999,C,GO:0000329
YNL100W,MIC27,S000005044,C,GO:0000329
YNL101W,AVT4,S000005045,C,GO:0000329
YNL115C,YNL115C,S000005059,C,GO:0000329
YNL180C,RHO5,S000005124,C,GO:0000329
YNL217W,PPN2,S000005161,C,GO:0000329
YNL234W,YNL234W,S000005178,C,GO:0000329
YNL293W,MSB3,S000005237,C,GO:0000329
YNL321W,VNX1,S000005265,C,GO:0000329
YNL325C,FIG4,S000005269,C,GO:0000329
YNL326C,PFA3,S000005270,C,GO:0000329
YNL336W,COS1,S000005280,C,GO:0000329
YNR013C,PHO91,S000005296,C,GO:0000329
YNR061C,YNR061C,S000005344,C,GO:0000329
YOL060C,MAM3,S000005421,C,GO:0000329
YOL065C,INP54,S000005426,C,GO:0000329
YOL075C,YOL075C,S000005435,C,GO:0000329
YOL092W,YPQ1,S000005452,C,GO:0000329
YOL119C,MCH4,S000005479,C,GO:0000329
YOL129W,VPS68,S000005489,C,GO:0000329
YOR034C,AKR2,S000005560,C,GO:0000329
YOR036W,PEP12,S000005562,C,GO:0000329
YOR068C,VAM10,S000005594,C,GO:0000329
YOR079C,ATX2,S000005605,C,GO:0000329
YOR087W,YVC1,S000005613,C,GO:0000329
YOR099W,KTR1,S000005625,C,GO:0000329
YOR104W,PIN2,S000005630,C,GO:0000329
YOR106W,VAM3,S000005632,C,GO:0000329
YOR237W,HES1,S000005763,C,GO:0000329
YOR270C,VPH1,S000005796,C,GO:0000329
YOR273C,TPO4,S000005799,C,GO:0000329
YOR291W,YPK9,S000005817,C,GO:0000329
YOR316C,COT1,S000005843,C,GO:0000329
YOR326W,MYO2,S000005853,C,GO:0000329
YOR332W,VMA4,S000005859,C,GO:0000329
YOR357C,SNX3,S000005884,C,GO:0000329
YPL006W,NCR1,S000005927,C,GO:0000329
YPL019C,VTC3,S000005940,C,GO:0000329
YPL045W,VPS16,S000005966,C,GO:0000329
YPL057C,SUR1,S000005978,C,GO:0000329
YPL087W,YDC1,S000006008,C,GO:0000329
YPL100W,ATG21,S000006021,C,GO:0000329
YPL120W,VPS30,S000006041,C,GO:0000329
YPL162C,YPL162C,S000006083,C,GO:0000329
YPL180W,TCO89,S000006101,C,GO:0000329
YPL215W,CBP3,S000006136,C,GO:0000329
YPL232W,SSO1,S000006153,C,GO:0000329
YPL234C,VMA11,S000006155,C,GO:0000329
YPL236C,ENV7,S000006157,C,GO:0000329
YPL265W,DIP5,S000006186,C,GO:0000329
YPR036W,VMA13,S000006240,C,GO:0000329
YPR037C,ERV2,S000006241,C,GO:0000329
YPR075C,OPY2,S000006279,C,GO:0000329
YPR080W,TEF1,S000006284,C,GO:0000329
YPR156C,TPO3,S000006360,C,GO:0000329
YPR165W,RHO1,S000006369,C,GO:0000329
YBL078C,ATG8,S000000174,C,GO:0000407
YBR128C,ATG14,S000000332,C,GO:0000407
YBR217W,ATG12,S000000421,C,GO:0000407
YBR254C,TRS20,S000000458,C,GO:0000407
YDL113C,ATG20,S000002271,C,GO:0000407
YDL149W,ATG9,S000002308,C,GO:0000407
YDR022C,ATG31,S000002429,C,GO:0000407
YDR108W,TRS85,S000002515,C,GO:0000407
YDR246W,TRS23,S000002654,C,GO:0000407
YDR472W,TRS31,S000002880,C,GO:0000407
YFL038C,YPT1,S000001856,C,GO:0000407
YFR021W,ATG18,S000001917,C,GO:0000407
YGL180W,ATG1,S000003148,C,GO:0000407
YGL212W,VAM7,S000003180,C,GO:0000407
YHR171W,ATG7,S000001214,C,GO:0000407
YJL036W,SNX4,S000003573,C,GO:0000407
YJL083W,TAX4,S000003619,C,GO:0000407
YJL178C,ATG27,S000003714,C,GO:0000407
YKR019C,IRS4,S000001727,C,GO:0000407
YKR068C,BET3,S000001776,C,GO:0000407
YLR211C,ATG38,S000004201,C,GO:0000407
YLR240W,VPS34,S000004230,C,GO:0000407
YLR423C,ATG17,S000004415,C,GO:0000407
YLR431C,ATG23,S000004423,C,GO:0000407
YML077W,BET5,S000004542,C,GO:0000407
YMR159C,ATG16,S000004769,C,GO:0000407
YNL242W,ATG2,S000005186,C,GO:0000407
YNR007C,ATG3,S000005290,C,GO:0000407
YOL082W,ATG19,S000005442,C,GO:0000407
YOR115C,TRS33,S000005641,C,GO:0000407
YPL100W,ATG21,S000006021,C,GO:0000407
YPL120W,VPS30,S000006041,C,GO:0000407
YPL149W,ATG5,S000006070,C,GO:0000407
YPL166W,ATG29,S000006087,C,GO:0000407
YPL204W,HRR25,S000006125,C,GO:0000407
YPR049C,ATG11,S000006253,C,GO:0000407
YPR185W,ATG13,S000006389,C,GO:0000407
YBL041W,PRE7,S000000137,C,GO:0000502
YBR082C,UBC4,S000000286,C,GO:0000502
YDL007W,RPT2,S000002165,C,GO:0000502
YDL097C,RPN6,S000002255,C,GO:0000502
YDL147W,RPN5,S000002306,C,GO:0000502
YDR059C,UBC5,S000002466,C,GO:0000502
YDR069C,DOA4,S000002476,C,GO:0000502
YDR177W,UBC1,S000002584,C,GO:0000502
YDR363W-A,SEM1,S000007235,C,GO:0000502
YDR394W,RPT3,S000002802,C,GO:0000502
YDR427W,RPN9,S000002835,C,GO:0000502
YEL037C,RAD23,S000000763,C,GO:0000502
YER012W,PRE1,S000000814,C,GO:0000502
YER021W,RPN3,S000000823,C,GO:0000502
YER094C,PUP3,S000000896,C,GO:0000502
YFL007W,BLM10,S000001887,C,GO:0000502
YFR004W,RPN11,S000001900,C,GO:0000502
YFR010W,UBP6,S000001906,C,GO:0000502
YFR050C,PRE4,S000001946,C,GO:0000502
YFR052W,RPN12,S000001948,C,GO:0000502
YGL004C,RPN14,S000002972,C,GO:0000502
YGL011C,SCL1,S000002979,C,GO:0000502
YGL048C,RPT6,S000003016,C,GO:0000502
YGL058W,RAD6,S000003026,C,GO:0000502
YGL141W,HUL5,S000003109,C,GO:0000502
YGR135W,PRE9,S000003367,C,GO:0000502
YGR253C,PUP2,S000003485,C,GO:0000502
YHL030W,ECM29,S000001022,C,GO:0000502
YHR027C,RPN1,S000001069,C,GO:0000502
YHR052W,CIC1,S000001094,C,GO:0000502
YHR200W,RPN10,S000001243,C,GO:0000502
YIL075C,RPN2,S000001337,C,GO:0000502
YJL001W,PRE3,S000003538,C,GO:0000502
YKL145W,RPT1,S000001628,C,GO:0000502
YKL171W,NNK1,S000001654,C,GO:0000502
YLR421C,RPN13,S000004413,C,GO:0000502
YLR450W,HMG2,S000004442,C,GO:0000502
YML092C,PRE8,S000004557,C,GO:0000502
YMR314W,PRE5,S000004931,C,GO:0000502
YOL038W,PRE6,S000005398,C,GO:0000502
YOL111C,MDY2,S000005471,C,GO:0000502
YOR117W,RPT5,S000005643,C,GO:0000502
YOR157C,PUP1,S000005683,C,GO:0000502
YOR259C,RPT4,S000005785,C,GO:0000502
YOR261C,RPN8,S000005787,C,GO:0000502
YOR362C,PRE10,S000005889,C,GO:0000502
YPR103W,PRE2,S000006307,C,GO:0000502
YPR108W,RPN7,S000006312,C,GO:0000502
YAL019W,FUN30,S000000017,C,GO:0000775
YAL034W-A,MTW1,S000000032,C,GO:0000775
YBL008W,HIR1,S000000104,C,GO:0000775
YBL034C,STU1,S000000130,C,GO:0000775
YBR107C,IML3,S000000311,C,GO:0000775
YBR156C,SLI15,S000000360,C,GO:0000775
YBR211C,AME1,S000000415,C,GO:0000775
YBR233W-A,DAD3,S000007595,C,GO:0000775
YCL016C,DCC1,S000000521,C,GO:0000775
YCR086W,CSM1,S000000682,C,GO:0000775
YDL003W,MCD1,S000002161,C,GO:0000775
YDL013W,SLX5,S000002171,C,GO:0000775
YDL017W,CDC7,S000002175,C,GO:0000775
YDR016C,DAD1,S000002423,C,GO:0000775
YDR052C,DBF4,S000002459,C,GO:0000775
YDR180W,SCC2,S000002588,C,GO:0000775
YDR201W,SPC19,S000002609,C,GO:0000775
YDR254W,CHL4,S000002662,C,GO:0000775
YDR285W,ZIP1,S000002693,C,GO:0000775
YDR318W,MCM21,S000002726,C,GO:0000775
YDR320C-A,DAD4,S000007604,C,GO:0000775
YDR328C,SKP1,S000002736,C,GO:0000775
YDR374W-A,WIP1,S000113553,C,GO:0000775
YDR383C,NKP1,S000002791,C,GO:0000775
YDR439W,LRS4,S000002847,C,GO:0000775
YDR532C,KRE28,S000002940,C,GO:0000775
YER018C,SPC25,S000000820,C,GO:0000775
YFR046C,CNN1,S000001942,C,GO:0000775
YGL061C,DUO1,S000003029,C,GO:0000775
YGL093W,SPC105,S000003061,C,GO:0000775
YGL113W,SLD3,S000003081,C,GO:0000775
YGR063C,SPT4,S000003295,C,GO:0000775
YGR113W,DAM1,S000003345,C,GO:0000775
YGR140W,CBF2,S000003372,C,GO:0000775
YGR179C,OKP1,S000003411,C,GO:0000775
YGR252W,GCN5,S000003484,C,GO:0000775
YHR166C,CDC23,S000001209,C,GO:0000775
YIL026C,IRR1,S000001288,C,GO:0000775
YIL106W,MOB1,S000001368,C,GO:0000775
YIL144W,NDC80,S000001406,C,GO:0000775
YIR010W,DSN1,S000001449,C,GO:0000775
YJR060W,CBF1,S000003821,C,GO:0000775
YJR112W,NNF1,S000003873,C,GO:0000775
YJR135C,MCM22,S000003896,C,GO:0000775
YKL049C,CSE4,S000001532,C,GO:0000775
YKL052C,ASK1,S000001535,C,GO:0000775
YKL089W,MIF2,S000001572,C,GO:0000775
YKL138C-A,HSK3,S000028421,C,GO:0000775
YKR037C,SPC34,S000001745,C,GO:0000775
YKR083C,DAD2,S000001791,C,GO:0000775
YKR101W,SIR1,S000001809,C,GO:0000775
YLL002W,RTT109,S000003925,C,GO:0000775
YLR045C,STU2,S000004035,C,GO:0000775
YLR175W,CBF5,S000004165,C,GO:0000775
YLR315W,NKP2,S000004307,C,GO:0000775
YLR381W,CTF3,S000004373,C,GO:0000775
YML102W,CAC2,S000004570,C,GO:0000775
YMR094W,CTF13,S000004700,C,GO:0000775
YMR117C,SPC24,S000004723,C,GO:0000775
YMR168C,CEP3,S000004778,C,GO:0000775
YOL054W,PSH1,S000005415,C,GO:0000775
YOL069W,NUF2,S000005430,C,GO:0000775
YOR014W,RTS1,S000005540,C,GO:0000775
YOR060C,SLD7,S000005586,C,GO:0000775
YOR073W,SGO1,S000005599,C,GO:0000775
YOR195W,SLK19,S000005721,C,GO:0000775
YPL018W,CTF19,S000005939,C,GO:0000775
YPL204W,HRR25,S000006125,C,GO:0000775
YPL209C,IPL1,S000006130,C,GO:0000775
YPL233W,NSL1,S000006154,C,GO:0000775
YPL268W,PLC1,S000006189,C,GO:0000775
YPR007C,REC8,S000006211,C,GO:0000775
YPR018W,RLF2,S000006222,C,GO:0000775
YPR046W,MCM16,S000006250,C,GO:0000775
YAL034W-A,MTW1,S000000032,C,GO:0000776
YBL034C,STU1,S000000130,C,GO:0000776
YBR107C,IML3,S000000311,C,GO:0000776
YBR156C,SLI15,S000000360,C,GO:0000776
YBR211C,AME1,S000000415,C,GO:0000776
YBR233W-A,DAD3,S000007595,C,GO:0000776
YCL029C,BIK1,S000000534,C,GO:0000776
YCR077C,PAT1,S000000673,C,GO:0000776
YDR016C,DAD1,S000002423,C,GO:0000776
YDR201W,SPC19,S000002609,C,GO:0000776
YDR254W,CHL4,S000002662,C,GO:0000776
YDR318W,MCM21,S000002726,C,GO:0000776
YDR320C-A,DAD4,S000007604,C,GO:0000776
YDR328C,SKP1,S000002736,C,GO:0000776
YDR374W-A,WIP1,S000113553,C,GO:0000776
YDR383C,NKP1,S000002791,C,GO:0000776
YDR532C,KRE28,S000002940,C,GO:0000776
YER018C,SPC25,S000000820,C,GO:0000776
YFR046C,CNN1,S000001942,C,GO:0000776
YGL061C,DUO1,S000003029,C,GO:0000776
YGL086W,MAD1,S000003054,C,GO:0000776
YGL093W,SPC105,S000003061,C,GO:0000776
YGL100W,SEH1,S000003068,C,GO:0000776
YGR063C,SPT4,S000003295,C,GO:0000776
YGR113W,DAM1,S000003345,C,GO:0000776
YGR179C,OKP1,S000003411,C,GO:0000776
YGR188C,BUB1,S000003420,C,GO:0000776
YGR218W,CRM1,S000003450,C,GO:0000776
YHR166C,CDC23,S000001209,C,GO:0000776
YIL144W,NDC80,S000001406,C,GO:0000776
YIR010W,DSN1,S000001449,C,GO:0000776
YJR060W,CBF1,S000003821,C,GO:0000776
YJR112W,NNF1,S000003873,C,GO:0000776
YJR135C,MCM22,S000003896,C,GO:0000776
YKL049C,CSE4,S000001532,C,GO:0000776
YKL052C,ASK1,S000001535,C,GO:0000776
YKL089W,MIF2,S000001572,C,GO:0000776
YKL138C-A,HSK3,S000028421,C,GO:0000776
YKR037C,SPC34,S000001745,C,GO:0000776
YKR083C,DAD2,S000001791,C,GO:0000776
YLR045C,STU2,S000004035,C,GO:0000776
YLR208W,SEC13,S000004198,C,GO:0000776
YLR271W,CMG1,S000004261,C,GO:0000776
YLR315W,NKP2,S000004307,C,GO:0000776
YLR381W,CTF3,S000004373,C,GO:0000776
YMR117C,SPC24,S000004723,C,GO:0000776
YOL069W,NUF2,S000005430,C,GO:0000776
YOR014W,RTS1,S000005540,C,GO:0000776
YOR026W,BUB3,S000005552,C,GO:0000776
YOR073W,SGO1,S000005599,C,GO:0000776
YOR195W,SLK19,S000005721,C,GO:0000776
YOR269W,PAC1,S000005795,C,GO:0000776
YPL018W,CTF19,S000005939,C,GO:0000776
YPL209C,IPL1,S000006130,C,GO:0000776
YPL233W,NSL1,S000006154,C,GO:0000776
YPR046W,MCM16,S000006250,C,GO:0000776
YAL034W-A,MTW1,S000000032,C,GO:0000777
YBL034C,STU1,S000000130,C,GO:0000777
YBR107C,IML3,S000000311,C,GO:0000777
YBR156C,SLI15,S000000360,C,GO:0000777
YBR211C,AME1,S000000415,C,GO:0000777
YBR233W-A,DAD3,S000007595,C,GO:0000777
YDR016C,DAD1,S000002423,C,GO:0000777
YDR201W,SPC19,S000002609,C,GO:0000777
YDR254W,CHL4,S000002662,C,GO:0000777
YDR318W,MCM21,S000002726,C,GO:0000777
YDR320C-A,DAD4,S000007604,C,GO:0000777
YDR328C,SKP1,S000002736,C,GO:0000777
YDR374W-A,WIP1,S000113553,C,GO:0000777
YDR383C,NKP1,S000002791,C,GO:0000777
YDR532C,KRE28,S000002940,C,GO:0000777
YER018C,SPC25,S000000820,C,GO:0000777
YFR046C,CNN1,S000001942,C,GO:0000777
YGL061C,DUO1,S000003029,C,GO:0000777
YGL093W,SPC105,S000003061,C,GO:0000777
YGR113W,DAM1,S000003345,C,GO:0000777
YGR179C,OKP1,S000003411,C,GO:0000777
YHR166C,CDC23,S000001209,C,GO:0000777
YIL144W,NDC80,S000001406,C,GO:0000777
YIR010W,DSN1,S000001449,C,GO:0000777
YJR112W,NNF1,S000003873,C,GO:0000777
YJR135C,MCM22,S000003896,C,GO:0000777
YKL049C,CSE4,S000001532,C,GO:0000777
YKL052C,ASK1,S000001535,C,GO:0000777
YKL089W,MIF2,S000001572,C,GO:0000777
YKL138C-A,HSK3,S000028421,C,GO:0000777
YKR037C,SPC34,S000001745,C,GO:0000777
YKR082W,NUP133,S000001790,C,GO:0000777
YKR083C,DAD2,S000001791,C,GO:0000777
YLR045C,STU2,S000004035,C,GO:0000777
YLR315W,NKP2,S000004307,C,GO:0000777
YLR381W,CTF3,S000004373,C,GO:0000777
YMR117C,SPC24,S000004723,C,GO:0000777
YOL069W,NUF2,S000005430,C,GO:0000777
YOR073W,SGO1,S000005599,C,GO:0000777
YOR195W,SLK19,S000005721,C,GO:0000777
YPL018W,CTF19,S000005939,C,GO:0000777
YPL209C,IPL1,S000006130,C,GO:0000777
YPL233W,NSL1,S000006154,C,GO:0000777
YPR046W,MCM16,S000006250,C,GO:0000777
YCL029C,BIK1,S000000534,C,GO:0000778
YCR086W,CSM1,S000000682,C,GO:0000778
YDL028C,MPS1,S000002186,C,GO:0000778
YDR130C,FIN1,S000002537,C,GO:0000778
YDR318W,MCM21,S000002726,C,GO:0000778
YDR532C,KRE28,S000002940,C,GO:0000778
YEL061C,CIN8,S000000787,C,GO:0000778
YER018C,SPC25,S000000820,C,GO:0000778
YER106W,MAM1,S000000908,C,GO:0000778
YER116C,SLX8,S000000918,C,GO:0000778
YER133W,GLC7,S000000935,C,GO:0000778
YGL060W,YBP2,S000003028,C,GO:0000778
YGL071W,AFT1,S000003039,C,GO:0000778
YGL086W,MAD1,S000003054,C,GO:0000778
YGL093W,SPC105,S000003061,C,GO:0000778
YGR140W,CBF2,S000003372,C,GO:0000778
YGR179C,OKP1,S000003411,C,GO:0000778
YGR188C,BUB1,S000003420,C,GO:0000778
YIL144W,NDC80,S000001406,C,GO:0000778
YJL013C,MAD3,S000003550,C,GO:0000778
YJL030W,MAD2,S000003567,C,GO:0000778
YJR089W,BIR1,S000003849,C,GO:0000778
YJR135C,MCM22,S000003896,C,GO:0000778
YKL089W,MIF2,S000001572,C,GO:0000778
YLR045C,STU2,S000004035,C,GO:0000778
YLR381W,CTF3,S000004373,C,GO:0000778
YMR094W,CTF13,S000004700,C,GO:0000778
YMR117C,SPC24,S000004723,C,GO:0000778
YMR168C,CEP3,S000004778,C,GO:0000778
YOL069W,NUF2,S000005430,C,GO:0000778
YOR026W,BUB3,S000005552,C,GO:0000778
YOR073W,SGO1,S000005599,C,GO:0000778
YOR191W,ULS1,S000005717,C,GO:0000778
YOR195W,SLK19,S000005721,C,GO:0000778
YPL018W,CTF19,S000005939,C,GO:0000778
YPL209C,IPL1,S000006130,C,GO:0000778
YPL268W,PLC1,S000006189,C,GO:0000778
YPL269W,KAR9,S000006190,C,GO:0000778
YPR046W,MCM16,S000006250,C,GO:0000778
YAL019W,FUN30,S000000017,C,GO:0000781
YAR003W,SWD1,S000000064,C,GO:0000781
YAR007C,RFA1,S000000065,C,GO:0000781
YBL032W,HEK2,S000000128,C,GO:0000781
YBL052C,SAS3,S000000148,C,GO:0000781
YBL088C,TEL1,S000000184,C,GO:0000781
YBL091C-A,SCS22,S000007228,C,GO:0000781
YBR060C,ORC2,S000000264,C,GO:0000781
YBR088C,POL30,S000000292,C,GO:0000781
YBR175W,SWD3,S000000379,C,GO:0000781
YBR202W,MCM7,S000000406,C,GO:0000781
YBR275C,RIF1,S000000479,C,GO:0000781
YCL011C,GBP2,S000000517,C,GO:0000781
YCL061C,MRC1,S000000566,C,GO:0000781
YDL074C,BRE1,S000002232,C,GO:0000781
YDL084W,SUB2,S000002242,C,GO:0000781
YDL116W,NUP84,S000002274,C,GO:0000781
YDL220C,CDC13,S000002379,C,GO:0000781
YDR082W,STN1,S000002489,C,GO:0000781
YDR083W,RRP8,S000002490,C,GO:0000781
YDR138W,HPR1,S000002545,C,GO:0000781
YDR191W,HST4,S000002599,C,GO:0000781
YDR206W,EBS1,S000002614,C,GO:0000781
YDR440W,DOT1,S000002848,C,GO:0000781
YDR448W,ADA2,S000002856,C,GO:0000781
YDR469W,SDC1,S000002877,C,GO:0000781
YEL032W,MCM3,S000000758,C,GO:0000781
YEL056W,HAT2,S000000782,C,GO:0000781
YER088C,DOT6,S000000890,C,GO:0000781
YER120W,SCS2,S000000922,C,GO:0000781
YGL037C,PNC1,S000003005,C,GO:0000781
YGL058W,RAD6,S000003026,C,GO:0000781
YGL092W,NUP145,S000003060,C,GO:0000781
YGL133W,ITC1,S000003101,C,GO:0000781
YGL150C,INO80,S000003118,C,GO:0000781
YGL169W,SUA5,S000003137,C,GO:0000781
YGR042W,MTE1,S000003274,C,GO:0000781
YGR099W,TEL2,S000003331,C,GO:0000781
YGR262C,BUD32,S000003494,C,GO:0000781
YHR031C,RRM3,S000001073,C,GO:0000781
YHR119W,SET1,S000001161,C,GO:0000781
YIL009C-A,EST3,S000006432,C,GO:0000781
YIL010W,DOT5,S000001272,C,GO:0000781
YIL150C,MCM10,S000001412,C,GO:0000781
YIR002C,MPH1,S000001441,C,GO:0000781
YJL065C,DLS1,S000003601,C,GO:0000781
YJL080C,SCP160,S000003616,C,GO:0000781
YJL115W,ASF1,S000003651,C,GO:0000781
YJL127C,SPT10,S000003663,C,GO:0000781
YJL173C,RFA3,S000003709,C,GO:0000781
YJL184W,GON7,S000003720,C,GO:0000781
YKL018W,SWD2,S000001501,C,GO:0000781
YKL054C,DEF1,S000001537,C,GO:0000781
YKL057C,NUP120,S000001540,C,GO:0000781
YKR082W,NUP133,S000001790,C,GO:0000781
YKR095W-A,PCC1,S000028512,C,GO:0000781
YLL022C,HIF1,S000003945,C,GO:0000781
YLR010C,TEN1,S000004000,C,GO:0000781
YLR015W,BRE2,S000004005,C,GO:0000781
